Wk of 9/12/22     Cut off: 9/12/22  @3pm,,,,,,,,
3,D-04061,5 PALLETS (36 CASES/PALLET),#E005C0   05/04/2027,,GC,,Planned transfer (container sharing),Shipped
4,F-04073,3plts (336 cs)*,07/02/2026,URGENT,SYS,,Planned transfer (container sharing),Shipped
5,A-61250,1 plt (30cs/plt),10/31/2029,URGENT -waiting to be post,WYL,,Planned transfer (container sharing),Shipped
6,D-60014,20 CASES,,,GC,,Repackaging capacity,Partial
7,D-60023,3 CASES,,,GC,,Repackaging capacity,Shipped
8,F-05690,3 CS,,,WYL,,Sales Order Fulfillment,Shipped
9,J-72401,10 cs,,Urgent,WYL,,Sales Order Fulfillment,Shipped
10,J-72402,10 cs,,Urgent,WYL,,Sales Order Fulfillment,Shipped
11,J-72404,10 cs,,Urgent,WYL,,Sales Order Fulfillment,Shipped
,,Total: 17 plts,,"Closed 10/28, pending Andy picking, picked up 11/1, ETA 11/4, delivered 11/4, #6681 submitted 11/4",,11/01/2024,,
,,,,,,,,
"Week 11/4/24, Cut Off: 11/4/24 @ 3pm",,,,,,,,
Transfer #6693,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,F-04114,5 pallets (1200 cases)*,,PO 39460 (ETA 10/31)/ urgent,HL,,Sales Order Fulfillment,Shipped
2,#6700,6 plts*,,,WYL,,Planned transfer (container sharing),Shipped
3,T-44030,10 cases,,,HL,,Low replenishment,Shipped
4,D-04061,4 PALLETS (36 CASES/PALLET),#E005C0    05/04/2027,,GC,,Planned transfer (container sharing),Shipped
5,M-94306,30 CASES,#38780    11/30/2026,,GC,,Repackaging capacity,Shipped
6,S-06021,12 cases,N/A,Urgent,GC,,Planned transfer (container sharing),Shipped
7,S-06031,1 PALLETS (64 CASES/PALLET),N/A,,GC,,Planned transfer (container sharing),Shipped
8,S-06032,6 CASES,N/A,,GC,,Planned transfer (container sharing),Shipped
9,D-17106,3 PALLETS (136 CASES/plt),#HB241P03    04/28/2027,,GC,,Planned transfer (container sharing),Shipped
10,C-70430,1 PALLET (45 cs/plt),#B007D0 02/07/2027,,GC,,Planned transfer (container sharing),Shipped
11,C-70530,10 CASES,#L009E0 12/09/2026,,GC,,Planned transfer (container sharing),Shipped
,,Total: 21 plts,,"Closed 11/4, pending Andy picking, picked up 11/6, ETA 11/7, delivered 11/7, #6693 submitted 11/7, #6700 submitted 11/12",,11/07/2024,,
,,,,,,,,
"Week 11/11/24, Cut Off: 11/11/24 @ 3pm",,,,,,,,
Transfer #6708,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,F-11079,2 PALLETS  (50 CASES/PALLET)*,2024019  09/02/2027,,GC,,Planned transfer (container sharing),Shipped
2,F-11079B,1 CASE (36 BAGS / CASE)*,N/A,,GC,,Planned transfer (container sharing),Shipped
3,F-85101,5 Plts (24 cs/plt)*,, PO# 40014 (11/6 DELIVERY) URGENT,WYL,,Planned transfer (container sharing),Shipped
4,J-56206,73 cs*,08/13/2025,,TX,,Planned transfer (container sharing),Shipped
5,F-04112,5 plts (1200cs)*,06/18/2026,,SYS,,Planned transfer (container sharing),Shipped
6,F-04001,5 pallets (350cs)*,09/05/2026,,SYS,,Planned transfer (container sharing),Shipped
7,C-70123,4 PALLETS (45 CASES/PALLET)*,#B003D0   02/03/2027,URGENT! ,GC,,Planned transfer (container sharing),Shipped
8,C-70330,20 cases,B005D0  02/05/2027,,GC,,Planned transfer (container sharing),Shipped
9,C-70530,12 CASES,L009E0    12/09/2026,,GC,,Production order shortage,Shipped
10,A-61030,100 CASES (1 PALLET),WE024E0    05/24/2028,,GC,,Repackaging capacity,Shipped
,,Total: 24 plts,,"Closed 11/11, pending Andy picking, picked up 11/15, ETA 11/18, delivered 11/18, #6708 submitted 11/18",,11/15/2024,,
,,,,,,,,
"Week 11/18/24, Cut Off: 11/18/24 @ 3pm",,,,,,,,
Transfer #6716,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,T-42101,1 pallet (150cs),,URGENT,FG,,Low replenishment,Shipped
2,F-04076,1 pallet (112cs),9082026,,SYS,,Planned transfer (container sharing),Shipped
3,#6725,1 plt,,URGENT,WYL,,Low replenishment,Shipped
4,F-96007,30 Cases (30 cases/ pallet),5012025,Urgent,VL,,Planned transfer (container sharing),Shipped
5,F-96008,30 cases ( 30 cases/ pallet),5012025,Urgent,VL,,Planned transfer (container sharing),Shipped
6,A-61219,40cs,,Urgent,SYS,,Repackaging capacity,Shipped
7,F-11077,1 pallet (48 cases/pallet) ,2024018   08/21/2027,,GC,,Planned transfer (container sharing),Shipped
8,J-56208,45CS,8132025,Urgent,TX,,Planned transfer (container sharing),Shipped
9,D-15106,1 PALLET (136cs/plt),HB241W10   04/28/2027,,GC,,Planned transfer (container sharing),Shipped
10,D-18106,25 CASES,HB241Q09  04/28/2027,,GC,,Planned transfer (container sharing),Shipped
11,D-15206,4  PALLETS (136cs/plt),HB241W09   04/22/2027,URGENT,GC,,Planned transfer (container sharing),Shipped
,,Total: 14 plts,,"Closed 11/18, pending Andy picking, picked up 11/20, ETA 11/21, delivered 11/21, #6716 & 6725 submitted 11/22",,11/20/2024,,
,,,,,,,,
Transfer #6734,,SF-LA,Second Urgent Transfer,,,,,
1,POP Calendar,"3,200 each (32 cases)",,URGENT - pending delivery PO#39877,MC,,Other (State reason),Shipped
2,F-96005,120 cases (30 cases/ pallet),,Urgent- Pending delivery PO# 39973,VL,,Planned transfer (container sharing),Shipped
3,F-96101,70 Cases ( 144 cases/ pallet),,Urgent- Pending delivery PO# 39973,VL,,Planned transfer (container sharing),Shipped
4,F-96102,24 Cases (144 cases/ pallet),,Urgent- Pending delivery PO# 39973,VL,,Planned transfer (container sharing),Shipped
5,F-96103,50 Cases ( 144 cases/ pallet),,Urgent- Pending delivery PO# 39973,VL,,Planned transfer (container sharing),Shipped
6,D-03062,1plt(125cs)*,,Urgent,JD,,Planned transfer (container sharing),Shipped
,,Total: 7 plts,,"Closed 10/20, pending Simon picking, picked up 11/22, ETA 11/25, delivered 11/25, #6734 submitted 11/25",,11/22/2024,,
,,,,,,,,
"Week 11/25/24, Cut Off: 11/25/24 @ 3pm",,,,,,,,
Transfer #6726,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,A-61150,600 cases (60 cases/ pallet),"TYS2405, 3/11/2026",can separate,VL,,Low replenishment,Shipped
2,J-40132,2 plts (50cs)*,6142026,,SYS,,Planned transfer (container sharing),Shipped
3,A-61250,10cs*,,,SYS,,Repackaging capacity,Shipped
4,D-03071,50 cases*,,,HL,,Low replenishment,Shipped
5,F-00378,50 csase,9012025,Urgent,JD,,Planned transfer (container sharing),Shipped
6,F-00375,50 cases,9012025,Urgent,JD,,Planned transfer (container sharing),Shipped
7,D-13106,1 pallet (136 cases/pallet),HB241G09  04/28/2027,,GC,,Planned transfer (container sharing),Shipped
8,C-70123,1 pallets (45 cases/pallet),B003D0   02/03/2027,,GC,,Planned transfer (container sharing),Shipped
9,C-70430,1 pallet (45 cases/pallet),B007D0   02/07/2027,,GC ,,Planned transfer (container sharing),Shipped
,,Total: 18 plts,,"Closed 11/25, pending Andy picking, picked up 11/27, ETA 11/29, #6726 submitted 11/29",,11/27/2024,,
,,,,,,,,
"Week 12/2/24, Cut Off: 12/2/24 @ 3pm",,,,,,,,
Transfer #6738,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,J-35004,1/2 pallet,"06042027, 06/04/2027",,JY,,Planned transfer (container sharing),Shipped
2,F-76010,120 case (60 case/pallet)*,"L268TEV, 9/25/2025",,VL,,Sales Order Fulfillment,Shipped
3,F-96008,30 Case (30 case/pallet)*,"09152025, 9/15/2025",,VL,,Planned transfer (container sharing),Shipped
4,F-96007,30 Case (30 case/pallet)*,"09152025, 9/15/2025",,VL,,Planned transfer (container sharing),Shipped
5,C-70052,15 CASES,L016EO 12/16/2026,,GC,,Planned transfer (container sharing),Shipped
6,PL5593570,20 cases B3SL5,,Urgent,WYL,,Low replenishment,Shipped
7,#6743,5 plts*,,,WaiWai,,Low replenishment,Shipped
8,Flyer,1 cs*,,,AWC,,Other (State reason),Shipped
9,J-31034,20 CS*,,URGENT,WYL,,Sales Order Fulfillment,Shipped
,,Total: 12 plts,,"Closed 12/2, pending Andy picking, picked up 12/6, ETA 12/9, delivered 12/9, #6738 submitted 12/9, #6743 submitted 12/10",,12/06/2024,,
,,,,,,,,
"Week 12/9/24, Cut Off: 12/9/24 @ 3pm",,,,,,,,
Transfer #6744,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,Demo cups,10cs (2000pcs/cs),,,AWC,,Other (State reason),Shipped
2,C-70050,1 PALLET (28 CASES/PALLET),E022E0   05/22/2026,,GC,,Planned transfer (container sharing),Shipped
3,D-15206,4 PALLETS (136 cs/plt),HB241W18  06/28/2027,,GC,,Planned transfer (container sharing),Shipped
4,S-06012,1 PALLET (45 CASES/PALLET),N/A,URGENT!  PO#40184,GC,,Planned transfer (container sharing),Shipped
5,D-03053,264cs(2plts)*,#4070424,Urgent ,JD,,Planned transfer (container sharing),Shipped
6,D-03056,30cs*,#36694,Urgent ,JD,,Planned transfer (container sharing),Shipped
7,D-03060,264cs(2plts)*,#0108668,Urgent ,JD,,Planned transfer (container sharing),Shipped
8,D-03064,80cases*,#1110149,Urgent ,JD,,Planned transfer (container sharing),Shipped
9,A-61234T,10 Cases*,38179  1/31/2029,,VL,,Repackaging capacity,Shipped
10,D-02007,"1 PALLET (60 CASES/PALLET)
",2006   03/01/2035,,GC,,Planned transfer (container sharing),Shipped
11,C-70123,2 PALLETS (45cs/plt),b003d0  02/03/2027,,GC,,Planned transfer (container sharing),Shipped
12,D-03071,132 cases (1 plt),,,HL,,Low replenishment,Shipped
,,Total: 15 plts,,"Closed 12/9, pending Andy picking, picked up 12/11, ETA 12/12, delivered 12/12, #6744 submitted 12/12",,12/12/2024,,
,,,,,,,,
"Week 12/16/24, Cut Off: 12/16/24 @ 3pm",,,,,,,,
Transfer #6754,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,#6759,2 plts*,,Urgent ,WYL/WaiWai,,Low replenishment,Shipped
2,D-03070,132 cases (1 plt),,,HL,,Low replenishment,Shipped
3,F-87110,80cs*,12292025,Urgent,JD,,Planned transfer (container sharing),Shipped
4,F-87111,80cs*,12292025,Urgent,JD,,Planned transfer (container sharing),Shipped
5,F-87113,65cs*,12292025,Urgent,JD,,Planned transfer (container sharing),Shipped
6,f-87102,30cs*,12292025,Urgent,JD,,Planned transfer (container sharing),Shipped
7,f-87103,30cs*,12292025,Urgent,JD,,Planned transfer (container sharing),Shipped
8,F-04112,10 plts (2400cs) *,06/18/2026,can go seperate,SYS,,Planned transfer (container sharing),Partial
9,Computer & mouse,1 cs,,to Mr Sun,Eric Ho,,Other (State reason),Shipped
10,D-02030,30 CASES,,,GC,,Repackaging capacity,Shipped
11,A-61236S,30 cases*,"35292, 6/30/2026",,VL,,Repackaging capacity,Shipped
12,F-04118,3plts (720cs)*,10132026,,SYS,,Planned transfer (container sharing),Shipped
13,T-42208,25 cases,,,HL,,Low replenishment,Shipped
,,Total: 24 plts,,"Closed 12/16, pending Andy picking, picked up 12/20, ETA 12/23, delivered 12/23, #6754 submitted 12/23, #6759 submitted 12/24",,12/20/2024,,
,,,,,,,,
"Week 12/23/24, Cut Off: 12/23/24 @ 3pm",,,,,,,,
Transfer #6765,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,F-04112,672 cs*,06/18/2026,from week 12/16,SYS,,Planned transfer (container sharing),Shipped
2,D-13206,3 pallets  (136 cases/pallet),HB241G07  04/22/2027,,GC,,Planned transfer (container sharing),Shipped
3,D-14106,1 PALLET (136 CASES/PALLET),HB241J08  04/28/2027,,GC,,Planned transfer (container sharing),Shipped
4,D-15206,3 PALLETS (136 CASES/PALLET),HB241W18  06/28/2027,,GC,,Planned transfer (container sharing),Shipped
5,D-04024,10 CASES,L021E0  12/20/2026,,GC,,Planned transfer (container sharing),Shipped
6,A-61030,60 CASES,WE024E0 05/24/2028,,GC,,Repackaging capacity,Shipped
7,A-62030,30 CASES,I027G0  10/31/2026,,GC,,Repackaging capacity,Shipped
8,C-70530,10 CASES,C009D0 03/09/2027,,GC,,Planned transfer (container sharing),Shipped
9,F-11077,"1 PALLET (48 CASES/PALLET)
",2024018 08/21/2027,,GC,,Planned transfer (container sharing),Shipped
10,F-11076A,"2 PALLET (50 CASES/PALLET)
",2024012  05/10/2027,,GC,,Planned transfer (container sharing),Shipped
11,F-11148A,"2 PALLETS (40 CASES/PALLET)
",2024018  08/21/2027,,GC,,Planned transfer (container sharing),Shipped
,,Total: 17 plts,,"Closed 12/23, pending Andy picking, picked up 12/30, ETA 12/31, delivered 12/31, #6765 submitted 12/31",,12/30/2024,,
,,,,,,,,
"Week 12/30/24, Cut Off: 12/30/24 @ 3pm",,,,,,,,
Transfer #6778,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,#6782,7 plts*,,,Wai Wai,,Low replenishment,Shipped
2,AG quick screen,2 cs,,to Xiu Zhen,AWC,,Other (State reason),Shipped
3,F-03805,10 plts (2400cs)*,10252026,URGENT,SYS,,Planned transfer (container sharing),Shipped
4,D-02030,30 CASES*,A026G0-G  06/30/2027,,GC,,Repackaging capacity,Shipped
,,Total: 20 plts,,"Closed 12/30, pending Andy picking, picked up 1/3, ETA 1/6, delivered 1/6, #6778 submitted 1/6, #6782 submitted 1/7",,01/03/2025,,
,,,,,,,,
"Week 1/6/25, Cut Off: 1/6/25@ 3pm",,,,,,,,
Transfer #6781,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,M-41061,1 pallets (133 cases / pallet),Wait PO# 39434 arrive 1/3,,VL,,Planned transfer (container sharing),Shipped
2,M-41062,4 Pallets ( 133 cases / pallet),Wait PO# 39434 arrive 1/3,,VL,,Planned transfer (container sharing),Shipped
3,M-41066,4 Pallets ( 133 cases / pallet),Wait PO# 39434 arrive 1/3,,VL,,Planned transfer (container sharing),Shipped
4,D-60021,10 CASES,HB231G23  07/20/2027,,GC,,Repackaging capacity,Shipped
5,D-03055N,264cs (2plts)*,11/04/2029,Urgent,JD,,Planned transfer (container sharing),Shipped
6,F-04076,1 plt (128 cases)*,9162026,Urgent,HL,,Low replenishment,Shipped
7,FR-900 machine,1 cs,,to Xiu Zhen,PT,,Other (State reason),Shipped
8,Magic Bullet,1 cs,,to Xiu Zhen,PT,,Other (State reason),Shipped
9,F-04005,64 cs,,,HL,,Low replenishment,Shipped
10,F-04006,64 cs,,,HL,,Low replenishment,Shipped
,,Total: 14 plts,,"Closed 1/6, pending Andy picking, picked up 1/10, ETA 1/13, delivered 1/13, #6781 submitted 1/13",,01/10/2025,,
,,,,,,,,
"Week 1/13/25, Cut Off: 1/13/25@ 3pm",,,,,,,,
Transfer #,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,,None,,Closed 1/13,,,,
,,,,,,,,
"Week 1/20/25, Cut Off: 1/20/25@ 3pm",,,,,,,,
Transfer #6791,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,A-61219,40 cases (2 pallets) *,"34517, 12/31/2026",,VL,,Repackaging capacity,Shipped
2,A-61220,120cs (5plts)*,4070427; 8/31/2029,,SYS,,Repackaging capacity,Shipped
3,A-61235S,150 Boxes*,"38916, 7/31/2029",,VL,,Repackaging capacity,Shipped
4,"#6814
AC-B3SL5 etc",1 plt,,,WYL,,Low replenishment,Shipped
5,K-80027,40 cases*,"I4750, 4/29/2029",Urgent,VL,,Low replenishment,Shipped
6,A-61250,28 Cases*,"4100586, 10/31/2029",,VL,,Repackaging capacity,Shipped
7,D-17206,1 PALLET (136 CASES/PALLET),HB241P07    09/03/2027,,GC,,Planned transfer (container sharing),Shipped
8,D-19206,3 PALLETS  (136 CASES/PALLET),HB241B13  09/03/2027,,GC,,Planned transfer (container sharing),Shipped
9,D-19220,5 CASES,HB241B04  03/06/2027,,GC,,Planned transfer (container sharing),Shipped
10,S-06011,"2 PALLETS (64 CASES/PALLET)
",N/A,,GC,,Planned transfer (container sharing),Shipped
11,S-06031,1 PALLET (64 CASEDS/PALLET),N/A,,GC,,Planned transfer (container sharing),Shipped
12,S-06032,8 CASES,N/A,,GC,,Planned transfer (container sharing),Shipped
13,D-60011,5 CASES,E010D0  05/10/2028,,GC,,Repackaging capacity,Shipped
14,C-70020,1132 each(all inventory)*,05/08/2025,Urgent,Winson C,,Sales Order Fulfillment,Shipped
15,F-30311,3 cases*,05/01/2025,,WYL,,Other (State reason),Shipped
16,F-04114,2plts (480cs),,URGENT,SYS,,Sales Order Fulfillment,Shipped
,,Total: 21 plts,,"Closed 1/20, pending Andy picking, picked up 1/24, ETA 1/27, delivered 1/27, #6791 submitted 1/27, #6814 submitted 1/28",,01/24/2025,,
,,,,,,,,
"Week 1/27/25, Cut Off: 1/27/25 @ 3pm",,,,,,,,
Transfer #6815,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,A-61260n,2 PALLETS( 48cases)*,09/05/2029,,SYS,,Repackaging capacity,Shipped
2,A-61243,2pallets (48cs)*,10/21/2029,,SYS,,Repackaging capacity,Shipped
3,Monitor,1 cs,,to Sun,Eric,,Other (State reason),Shipped
4,D-14206,2 PALLETS (136 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
5,D-18206,2 PALLETS (136 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
6,D-03053,2plts,4110638,urgent,JD,,Planned transfer (container sharing),Not shipped
7,D-03054,1plt,4110639,urgent,JD,,Planned transfer (container sharing),Not shipped
8,D-03056,60cs,36694,urgent,JD,,Planned transfer (container sharing),Not shipped
9,D-03058,60CS,4040216,urgent,JD,,Planned transfer (container sharing),Not shipped
10,D-03059,1plt,1059360,urgent,JD,,Planned transfer (container sharing),Not shipped
11,D-03061,15cs,78471,urgent,JD,,Planned transfer (container sharing),Not shipped
12,D-03063,40cs,4050316,urgent,JD,,Planned transfer (container sharing),Not shipped
13,D-03065,1plt,1019015,urgent,JD,,Planned transfer (container sharing),Not shipped
,,Total: 8 plts,,"Closing 2/27, pending Andy picking, picked up 1/31, ETA 2/3, delivered 2/3, #6815 submitted 2/3",,01/31/2025,,
,,,,,,,,
"Week 2/3/25, Cut Off: 2/3/25 @ 3pm",,,,,,,,
Transfer #6823,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,F-04005,3 pallets (210cs)*,10/17/2026,,SYS,,Planned transfer (container sharing),Shipped
2,F-04117,5 pallets (1200cs)*,09/23/2026,,SYS,,Planned transfer (container sharing),Shipped
3,D-03053,2plts (264 cs),4110638,urgent,JD,,Planned transfer (container sharing),Shipped
4,D-03054,1plt (136 cs),4110639,urgent,JD,,Planned transfer (container sharing),Shipped
5,D-03056,60cs,36694,urgent,JD,,Planned transfer (container sharing),Shipped
6,D-03058,60CS,4040216,urgent,JD,,Planned transfer (container sharing),Shipped
7,D-03059,1plt (132 cs),1059360,urgent,JD,,Planned transfer (container sharing),Shipped
8,D-03061,15cs,78471,urgent (only shipped 12 cs),JD,,Planned transfer (container sharing),Partial
9,D-03063,40cs,4050316,urgent,JD,,Planned transfer (container sharing),Shipped
10,D-03065,1plt (132 cs),1019015,urgent,JD,,Planned transfer (container sharing),Shipped
11,,1  ENVELOP (GHC SAMPLES) --> WINSON,,,GC,,Other (State reason),Shipped
12,D-15206 *,2 PALLETS (136 CASES/PALLET),HB241W18   06/28/2027,,GC,,Planned transfer (container sharing),Shipped
13,D-13206  *,2 PALLETS  (136 CASS/PALLET),HB241G22   06/28/2027,,GC,,Planned transfer (container sharing),Shipped
14,C-70021   *,"1 PALLET (42 CASES/PALLET)
 ",CP18103X   06/20/2026,,GC,,Planned transfer (container sharing),Shipped
15,Ginger Hard Candy poster,1 cs,,to Xiu Zhen,AWC,,Other (State reason),Shipped
,,Total: 20 plts,,"Closed 2/3, pending Andy picking, picked up 2/7, ETA 2/10, delivered 2/10, #6823 submitted 2/11",,02/07/2025,,
16,#6828,Total: 6 plts,,"Moved separately, picked up 2/4, ETA 2/5, delivered 2/7, #6828 submitted 2/7",Wai Wai,02/04/2025,Low replenishment,
,,,,,,,,
"Week 2/10/25, Cut Off: 2/10/25 @ 3pm",,,,,,,,
Transfer #6832,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,S-06022,20 cases*,N/A,,HL/GC,,Planned transfer (container sharing),Shipped
2,D-03061,3 cs*,78471,urgent (partial from week 2/3),JD,,Planned transfer (container sharing),Shipped
3,J-56206,1 pallet (63CS)*,10262025,,TX,,Planned transfer (container sharing),Shipped
4,D-04037,3 pallets (36 cs/plt),,,GC,,Planned transfer (container sharing),Shipped
5,F-11178A,1 PALLET (42 cs/plt),,,GC,,Planned transfer (container sharing),Shipped
6,D-14106,1 pallet (   cs/plt),,URGENT!  PO#39907 2/13 DELIVERY,HL,,Planned transfer (container sharing),Not Shipped
7,computer devices,1 bx,,,Eric,,Other (State reason),Shipped
,,Total: 6 plts,,"Closed 2/10, pending Andy picking, picked up 2/14, ETA 2/18, delivered 2/18, #6832 submitted 2/18",,02/14/2025,,
,,,,,,,,
"Week 2/17/25, Cut Off: 2/18/25 @ 3pm",,,,,,,,
Transfer #6838,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,D-14106 *,1 pallet (136cs/plt),,URGENT!  PO#39907 2/13 DELIVERY,HL,,Planned transfer (container sharing),Shipped
2,D-17106 *,3 pallets (136 cs/plt),,URGENT!  PO#39907 2/13 DELIVERY,HL,,Planned transfer (container sharing),Shipped
3,D-13106 *,1 pallet (136cs/plt),,URGENT!  PO#39907 2/13 DELIVERY,HL,,Planned transfer (container sharing),Shipped
4,D-15106 *,1 pallet (136cs/plt),HB241W10    04/28/2027,,HL,,Planned transfer (container sharing),Shipped
5,D-16106 *,1 pallet (136cs/plt),,URGENT!  PO#39907 2/13 DELIVERY,GC,,Planned transfer (container sharing),Shipped
6,D-13306 *,1 pallet (136cs/plt),,URGENT!  PO#39907 2/13 DELIVERY,GC,,Planned transfer (container sharing),Shipped
7,A-62030 *,60 CASES,I027G0   12/30/2026,,GC,,Repackaging capacity,Shipped
8,D-04037 *,3 PALLETS (36 CASES/PALLET),F006C0   06/05/2027,,GC,,Planned transfer (container sharing),Shipped
9,D-41986 *,12 CASES,F004C0  06/03/02027,,GC,,Planned transfer (container sharing),Shipped
10,A-61238,2 Pallet (100cs/ plt)*,,Urgent,VL,,Warehouse limitations,Shipped
11,#6842,1 plt*,,,Wai Wai,,Low replenishment,Shipped
12,A-61234T,2 Pallets (30 cs/ pallets)*,"38915, 7/31/2029",,VL,,Repackaging capacity,Shipped
13,D-03012,72cs*,39259; 7/31/26,,SYS,,Repackaging capacity,Shipped
,,Total: 17 plts,,"Closed 2/18, pending Andy picking, picked up 2/21, ETA 2/24, delivered 2/24, #6842 & 6838 submitted 2/24",,02/21/2025,,
,,,,,,,,
"Week 2/24/25, Cut Off: 2/24/25 @ 3pm",,,,,,,,
Transfer #6840,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,F-04005,1 pallet (70cs/plt),,Urgent,HL,,Sales Order Fulfillment,Shipped
2,D-15206,1 pallet( 136 cases/pallet) *,,Urgent,GC,,Planned transfer (container sharing),Shipped
3,D-18206,60 CASES *,,,GC,,Planned transfer (container sharing),Shipped
4,D-13212,90 CASES *,,,GC,,Planned transfer (container sharing),Shipped
5,D-14212,50 CASES *,,,GC,,Planned transfer (container sharing),Shipped
6,D-19212,30 CASES *,,,GC,,Planned transfer (container sharing),Shipped
7,D-13012,90 CASES *,,,GC,,Planned transfer (container sharing),Shipped
8,D-18120N,5 CASES *,,,GC,,Planned transfer (container sharing),Shipped
9,F-04118,4 pallets (960cs)*,,Urgent,SYS,,Planned transfer (container sharing),Shipped
10,F-04075,2 pallets (256cs)*,,Urgent,SYS,,Planned transfer (container sharing),Shipped
11,#6855,1 cs,,"Urgent, to Sun",Jie,,Other (State reason),Canceled
,,Total: 10 plts,,"Closed 2/24, pending Andy picking, picked up 2/28, ETA 3/3, delivered 3/3, #6840 submitted 3/3",,02/28/2025,,
,,,,,,,,
"Week 3/3/25, Cut Off: 3/3/25 @ 3pm",,,,,,,,
Transfer #6854,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,C-70126,100 cases ,,,HL,,Sales Order Fulfillment,Shipped
2,C-70330,2 pallets (45cs/plt) *,,waiting PO #39860 receiving 3/5,HL,,Sales Order Fulfillment,Shipped
3,A-61270,1 pallet (   132   cs/plt),,,HL,,Sales Order Fulfillment,Shipped
4,C-70123,2 PALLETS (45cs/plt) *,,waiting PO #39860 receiving 3/5,GC,,Planned transfer (container sharing),Shipped
5,C-70530,1 PALLET (45cs/plt) *,,waiting PO #39860 receiving 3/5,GC,,Planned transfer (container sharing),Shipped
6,#6869,1 plt,,"Urgent, AG & Pkg Materials",Wai Wai,,Low replenishment,Shipped
7,D-03054,264cs,#4110639,Urgent,JD,,Planned transfer (container sharing),Shipped
8,J-40032,2 Pallets (40 cs/ plt)*,"06142026, 6/14/2026",,VL,,Planned transfer (container sharing),Shipped
9,F-96106,100 cs,PO 40421,"Urgent, PO# 40421 delivered 3/4",VL,,Planned transfer (container sharing),Shipped
10,F-96107,100 cs,PO 40421,"Urgent, PO# 40421 delivered 3/4",VL,,Planned transfer (container sharing),Shipped
,,Total: 14 plts,,"Closed 3/3, pending Andy picking, picked up 3/7, ETA 3/10, delivered 3/10, #6854 submitted 3/10, #6869 submitted 3/10 ",,03/07/2025,,
,,,,,,,,
"Week 3/10/25, Cut Off: 3/10/25 @ 3pm",,,,,,,,
Transfer #6868,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,Transfer Reason,Shipment Status ( Shipped/Partial/Not Shipped/Other)
1,D-04032,1 PALLET (36 CASES/PALLET),,,GC,,Planned transfer (container sharing),Shipped
2,D-03061,1plt (132cs),Lot#5010044,Urgent,JD,,Planned transfer (container sharing),Shipped
