Document Number,Document Date,Document Type,Item Number,Item Description,U Of M,TRX QTY,Unit Cost,Extended Cost,TRX Location,Transfer To Location,Document Status
6602,09/12/2024,Transfer,A-61138,AM GSG R/J & B Pollen 10x10cc,CASE,32,104.28,3336.96,2,3,Posted
6602,09/12/2024,Transfer,J-40135N,POP Ins Thai Tea 35gx12CT (14/cs),CASE,300,36.61,10983,2,3,Posted
6602,09/12/2024,Transfer,F-04001,POP Ginger Chews Original 1 lb Bulk,CASE,210,19.16,4023.52,2,3,Posted
6603,09/13/2024,Transfer,F-04073,POP Ginger Chews Mango 8 oz,CASE,1024,8.712,8921.09,1,2,Posted
6603,09/13/2024,Transfer,F-04074,POP Ginger Chews Lychee 8 oz,CASE,512,8.408,4304.9,1,2,Posted
6603,09/13/2024,Transfer,F-04075,POP Ginger Chews Blood Orange 8 oz,CASE,256,8.672,2220.03,1,2,Posted
6603,09/13/2024,Transfer,F-04075,POP Ginger Chews Blood Orange 8 oz,CASE,256,8.456,2164.73,1,2,Posted
6603,09/13/2024,Transfer,T-32202,Tiger Balm Single Patch 12ct/disp,CASE,230,106.56,24508.8,1,2,Posted
6603,09/13/2024,Transfer,T-32202,Tiger Balm Single Patch 12ct/disp,CASE,230,106.56,24508.8,1,2,Posted
6603,09/13/2024,Transfer,T-32202,Tiger Balm Single Patch 12ct/disp,CASE,200,106.56,21312,1,2,Posted
6604,09/23/2024,Transfer,A-61138,AM GSG R/J & B Pollen 10x10cc,CASE,32,104.28,3336.96,2,1,Posted
6604,09/23/2024,Transfer,T-42204,Tiger Balm Arthritis Rub 4 fl oz,CASE,70,281.28,19689.6,2,1,Posted
6605,09/17/2024,Transfer,M-96100,Seirogan 100 Pills,CASE,20,529.2,10584,3,1,Posted
6605,09/17/2024,Transfer,M-96400,Seirogan 400 Pills,CASE,20,578.04,11560.8,3,1,Posted
6605,09/17/2024,Transfer,J-56221,Sunity Dessert Drink3x180g Pear Jelly,CASE,36,19.476,701.14,3,1,Posted
6605,09/17/2024,Transfer,J-56222,Sunity Dessert Drink3x180g Plum Jelly,CASE,36,19.428,699.41,3,1,Posted
6605,09/17/2024,Transfer,J-56223,Sunity Dessert Drink3x180g Taro&PurpleRice Jelly,CASE,36,19.416,698.98,3,1,Posted
6605,09/17/2024,Transfer,A-61138,AM GSG R/J & B Pollen 10x10cc,CASE,5,104.28,521.4,3,1,Posted
6605,09/17/2024,Transfer,F-85004,Jayoo 1mm P Crackers(WasabiSeaweed) 180g,CASE,70,19.504,1365.28,3,1,Posted
6605,09/17/2024,Transfer,F-85005,Jayoo 1mm P Crackers(BlackPepper) 180g,CASE,70,19.504,1365.28,3,1,Posted
6605,09/17/2024,Transfer,F-85006,Jayoo 1mm P Crackers(SpicyCrayfish) 180g,CASE,70,19.008,1330.56,3,1,Posted
6605,09/17/2024,Transfer,F-85007,Jayoo 1mm P Crackers(CucumberWasabi) 180g,CASE,70,19.008,1330.56,3,1,Posted
6605,09/17/2024,Transfer,F-50136N,Gavottes Crepes New 500g (Red),CASE,200,76.122,15224.4,3,1,Posted
6605,09/17/2024,Transfer,F-50139,Gavottes Crepes 500g,CASE,200,75.534,15106.8,3,1,Posted
6605,09/17/2024,Transfer,F-50140,Gavottes Crepes 1250g #011120,CASE,140,87.5,12250,3,1,Posted
6605,09/17/2024,Transfer,F-50143N,Gavottes Rolled Wafer 500g,CASE,200,59.106,11821.2,3,1,Posted
6605,09/17/2024,Transfer,F-50144N,Gavottes Fan Wafer 1000g,CASE,200,58.872,11774.4,3,1,Posted
6605,09/17/2024,Transfer,J-31071,GN Swallow Nest Org GiftPk 6x75ml,CASE,60,161.6,9696,3,1,Posted
6605,09/17/2024,Transfer,J-31072,GN Swallow Nest SF GiftPk 6x75ml,CASE,30,161.6,4848,3,1,Posted
6607,09/12/2024,Transfer,J-35000,GN Organic Soy Milk OG 11ozx12,CASE,1680,7.73,12986.4,1,3,Posted
6607,09/12/2024,Transfer,J-35000,GN Organic Soy Milk OG 11ozx12,CASE,280,7.73,2164.4,1,3,Posted
6607,09/12/2024,Transfer,J-35001,GN Organic Soy Milk U/S 11ozx12,CASE,560,7.73,4328.8,1,3,Posted
6607,09/12/2024,Transfer,J-35002,GN Organic Soy Milk Vanilla 11ozx12,CASE,280,7.73,2164.4,1,3,Posted
6607,09/12/2024,Transfer,J-35003,GN Herbal Tea Swallow Nest 11ozx12,CASE,560,7.73,4328.8,1,3,Posted
6607,09/12/2024,Transfer,A-61243,AM GSG RT Tea 40 Bags,CASE,48,143.98,6911.05,1,3,Posted
6607,09/12/2024,Transfer,F-04114,POP Ginger Chews Mango 4 oz (12ct/cs),CASE,960,6.456,6197.76,1,3,Posted
6607,09/12/2024,Transfer,F-04112,POP Ginger Chews Lemon 4 oz (12ct/cs),CASE,720,6.528,4700.16,1,3,Posted
6610,11/04/2024,Transfer,T-42204,Tiger Balm Arthritis Rub 4 fl oz,CASE,16,281.28,4500.48,2,3,Posted
6610,11/04/2024,Transfer,J-40136,POP Ins Matcha Latte 30gx12CT,CASE,140,37.562,5258.68,2,3,Posted
6610,11/04/2024,Transfer,F-41128,McVities D Choc Digestive 300g,CASE,113,21.456,2424.52,2,3,Posted
6610,11/04/2024,Transfer,J-72802,Sunny Fruit Organic Dried Apricots 8.8oz##25,CASE,25,50.4,1260,2,3,Posted
6610,11/04/2024,Transfer,J-72803,Sunny Fruit Organic Pitted Dates 8.8oz##25,CASE,6,39.187,235.12,2,3,Posted
6610,11/04/2024,Transfer,J-72805,Sunny Fruit Organic Mulberries 5.3 oz,CASE,6,47.7,286.2,2,3,Posted
6610,11/04/2024,Transfer,J-72806,Sunny Fruit Organic Dried Plums 5.3 oz,CASE,25,47.7,1192.5,2,3,Posted
6610,11/04/2024,Transfer,D-14220,POP Organic Jasmine Tea 1.8gx20,CASE,10,18.9,189,2,3,Posted
6610,11/04/2024,Transfer,F-41127,McVities M Choc Digestive 300g,CASE,50,24.885,1244.25,2,3,Posted
6610,11/04/2024,Transfer,F-76006,Wonderful Danish Cookies 12oz/340g,CASE,210,31.2,6552,2,3,Posted
6610,11/04/2024,Transfer,F-50139,Gavottes Crepes 500g,CASE,100,73.974,7397.4,2,3,Posted
6610,11/04/2024,Transfer,F-50140,Gavottes Crepes 1250g #011120,CASE,210,85.176,17886.96,2,3,Posted
6610,11/04/2024,Transfer,F-50143N,Gavottes Rolled Wafer 500g,CASE,200,57.336,11467.2,2,3,Posted
6610,11/04/2024,Transfer,F-50144N,Gavottes Fan Wafer 1000g,CASE,200,57.092,11418.4,2,3,Posted
6612,09/23/2024,Transfer,F-04073,POP Ginger Chews Mango 8 oz,CASE,448,8.712,3902.98,1,2,Posted
6612,09/23/2024,Transfer,D-60012,POP Pi Lo Chun Green Tea 300g,CASE,20,111.108,2222.16,1,2,Posted
6612,09/23/2024,Transfer,D-60013,POP Jasmine Green Tea 180g,CASE,21,154.944,3253.83,1,2,Posted
6612,09/23/2024,Transfer,D-60014,POP Oolong Tea 250g,CASE,20,87.624,1752.48,1,2,Posted
6612,09/23/2024,Transfer,D-60015,POP Ti Kuan Yin Tea 250g,CASE,32,105.252,3368.06,1,2,Posted
6612,09/23/2024,Transfer,D-60017,POP Pu-Erh Black Tea 200g,CASE,32,90.84,2906.88,1,2,Posted
6612,09/23/2024,Transfer,D-02007,"Dieter's Drink, 18 Tea Bags",CASE,60,58.752,3525.12,1,2,Posted
6612,09/23/2024,Transfer,D-18106,POP White Tea 1.8gx100 (6ct/cs),CASE,51,9.576,488.37,1,2,Posted
6612,09/23/2024,Transfer,K-88051,K. Red GSG Capsules 518mgx50,CASE,600,70.368,42220.8,1,2,Posted
6612,09/23/2024,Transfer,A-61030,POP Wild AM GSG I*Tea 3gx30,CASE,100,51.396,5139.6,1,2,Posted
6612,09/23/2024,Transfer,D-03052,POP HT Blood Pressure 1.8gx18,CASE,264,22.224,5867.14,1,2,Posted
6612,09/23/2024,Transfer,D-03053,POP HT Blood Sugar 1.8gx18,CASE,264,21.108,5572.51,1,2,Posted
6612,09/23/2024,Transfer,D-03054,POP HT Cholesterol 1.8gx18,CASE,264,27.876,7359.27,1,2,Posted
6612,09/23/2024,Transfer,A-61239,AM GSG RT/Rose Hips Tea,CASE,5,169.896,849.48,1,2,Posted
6612,09/23/2024,Transfer,M-94306,Organic Lycii 6 oz Bag,CASE,15,41.952,629.28,1,2,Posted
6612,09/23/2024,Transfer,F-04075,POP Ginger Chews Blood Orange 8 oz,CASE,896,8.208,7354.37,1,2,Posted
6613,09/09/2024,Transfer,AC-B3SL5,AM GSG Slices (L) 3 oz GBox,BOX,300,12.757,3827.19,1,3,Posted
6614,09/13/2024,Transfer,AC-B3SL5,AM GSG Slices (L) 3 oz GBox,BOX,300,12.758,3827.29,1,2,Posted
6617,09/16/2024,Transfer,AC23RR,AM GSG Roots In Bulk - R Ross,LB,2995.3,21.254,63662.11,1,3,Posted
6618,09/13/2024,Transfer,AC-B6SL,AM GSG Slices 6 oz Bag,BAG,120,22.899,2747.88,1,3,Posted
6618,09/13/2024,Transfer,AC-B4SL,AM GSG Slices 4 oz Bag,BAG,240,15.382,3691.75,1,3,Posted
6618,09/13/2024,Transfer,AC-SL4,"AM GSG Slices, 1/4 LB.",BOX,120,20.048,2405.76,1,3,Posted
6619,09/24/2024,Transfer,F-04112,POP Ginger Chews Lemon 4 oz (12ct/cs),CASE,240,6.528,1566.72,1,3,Posted
6619,09/24/2024,Transfer,D-19220,POP Organic Black Tea 1.8gx20,CASE,10,19.584,195.84,1,3,Posted
6619,09/24/2024,Transfer,A-61239,AM GSG RT/Rose Hips Tea,CASE,10,169.896,1698.96,1,3,Posted
6619,09/24/2024,Transfer,A-61243,AM GSG RT Tea 40 Bags,CASE,96,144.177,13841.02,1,3,Posted
6619,09/24/2024,Transfer,A-61260N,AM GSG RT Tea 60 Bags (15/cs),CASE,144,159.045,22902.48,1,3,Posted
6619,09/24/2024,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,90,146.916,13222.44,1,3,Posted
6619,09/24/2024,Transfer,A-61030,POP Wild AM GSG I*Tea 3gx30,CASE,100,51.396,5139.6,1,3,Posted
6619,09/24/2024,Transfer,A-61235T,AM GSG RT/Jasmine Tea 30 Bagsx2(New),CASE,42,129.528,5440.18,1,3,Posted
6619,09/24/2024,Transfer,F-96102,WW Red Bean w/Tangerine Peel Dessert 260g,CASE,10,29.736,297.36,1,3,Posted
6619,09/24/2024,Transfer,F-96105,WW Quinoa Pumpkin Dessert 260g##25,CASE,10,36.456,364.56,1,3,Posted
6619,09/24/2024,Transfer,D-04061,POP Ginger Honey Cytl Original 10ct(6x6),CASE,36,30.924,1113.26,1,3,Posted
6619,09/24/2024,Transfer,D-04037,POP Ginger H Cytl.Lemon 10ct(6x6),CASE,36,31.644,1139.18,1,3,Posted
6619,09/24/2024,Transfer,C-70730,Goji On The Go 30x10cc##25,CASE,10,97.584,975.84,1,3,Posted
6619,09/24/2024,Transfer,D-17106,POP Pu-Erh Tea 1.8gx100 (6ct/cs),CASE,272,8.928,2428.42,1,3,Posted
6619,09/24/2024,Transfer,D-13306,POP Green Tea 1.8gx100 JapaneseS (6ct/cs),CASE,136,9.318,1267.25,1,3,Posted
6619,09/24/2024,Transfer,D-15206,POP OG Oolong Tea 1.8gx100 (6ct/cs),CASE,137,9.324,1277.39,1,3,Posted
6619,09/24/2024,Transfer,D-19206,POP OG Black Tea 1.8gx100 (6ct/cs),CASE,135,12.102,1633.77,1,3,Posted
6623,09/25/2024,Transfer,F-85001,Jayoo 1mm P Crackers(Garlic) 180g,CASE,140,18.64,2609.6,3,2,Posted
6623,09/25/2024,Transfer,F-85002,Jayoo 1mm P Crackers(BBQ) 180g,CASE,140,18.048,2526.72,3,2,Posted
6623,09/25/2024,Transfer,F-85003,Jayoo 1mm P Crackers(JapaneseSauce) 180g,CASE,140,19.504,2730.56,3,2,Posted
6623,09/25/2024,Transfer,F-85006,Jayoo 1mm P Crackers(SpicyCrayfish) 180g,CASE,140,19.008,2661.12,3,2,Posted
6623,09/25/2024,Transfer,F-85007,Jayoo 1mm P Crackers(CucumberWasabi) 180g,CASE,140,19.008,2661.12,3,2,Posted
6623,09/25/2024,Transfer,F-50136N,Gavottes Crepes New 500g (Red),CASE,200,76.122,15224.4,3,2,Posted
6623,09/25/2024,Transfer,F-50139,Gavottes Crepes 500g,CASE,200,75.534,15106.8,3,2,Posted
6623,09/25/2024,Transfer,F-50140,Gavottes Crepes 1250g #011120,CASE,140,87.5,12250,3,2,Posted
6623,09/25/2024,Transfer,F-50143N,Gavottes Rolled Wafer 500g,CASE,100,59.102,5910.15,3,2,Posted
6623,09/25/2024,Transfer,F-50143N,Gavottes Rolled Wafer 500g,CASE,100,59.202,5920.2,3,2,Posted
6623,09/25/2024,Transfer,F-50144N,Gavottes Fan Wafer 1000g,CASE,100,58.873,5887.26,3,2,Posted
6623,09/25/2024,Transfer,F-50144N,Gavottes Fan Wafer 1000g,CASE,100,58.984,5898.4,3,2,Posted
6623,09/25/2024,Transfer,F-85041,Jayoo 1mm P Crackers(Garlic) 80g Bag,CASE,140,13.632,1908.48,3,2,Posted
6623,09/25/2024,Transfer,F-85042,Jayoo 1mm P Crackers(BBQ) 80g Bag,CASE,140,13.632,1908.48,3,2,Posted
6623,09/25/2024,Transfer,F-85047,Jayoo 1mm P Crackers(CucumberWassabi) 80g Bag,CASE,140,13.632,1908.48,3,2,Posted
6623,09/25/2024,Transfer,F-85005,Jayoo 1mm P Crackers(BlackPepper) 180g,CASE,60,19.504,1170.24,3,2,Posted
6625,09/27/2024,Transfer,A-61235T,AM GSG RT/Jasmine Tea 30 Bagsx2(New),CASE,35,129.528,4533.48,1,2,Posted
6625,09/27/2024,Transfer,T-32300,Tiger Balm Patch - Large,CASE,803,96.732,77675.79,1,2,Posted
6625,09/27/2024,Transfer,A-61238,AM GSG RTAss't Flavor Tea 28 Bags,CASE,100,49.98,4998,1,2,Posted
6625,09/27/2024,Transfer,F-04111,POP Ginger Chews Original 4 oz (12ct/cs),CASE,1440,5.772,8311.68,1,2,Posted
6625,09/27/2024,Transfer,F-04115,POP Ginger Chews Lychee 4 oz (12ct/cs),CASE,720,6.41,4615.08,1,2,Posted
6625,09/27/2024,Transfer,F-04118,POP Ginger Chews Pineapple Coconut 4 oz (12ct/cs),CASE,1200,6.804,8164.8,1,2,Posted
6626,10/15/2024,Transfer,T-44030,Tiger Balm Muscle Gel Active 2 oz##FY25,CASE,30,132.06,3961.8,2,1,Posted
6626,10/15/2024,Transfer,D-14220,POP Organic Jasmine Tea 1.8gx20,CASE,6,18.9,113.4,2,1,Posted
6626,10/15/2024,Transfer,J-40136,POP Ins Matcha Latte 30gx12CT,CASE,350,37.562,13146.7,2,1,Posted
6627,09/23/2024,Transfer,T-44020N,Tiger Balm Muscle Rub Active 2 oz,CASE,9,136.56,1229.04,3,1,Posted
6627,09/23/2024,Transfer,T-44020N,Tiger Balm Muscle Rub Active 2 oz,CASE,38,136.56,5189.28,3,1,Posted
6627,09/23/2024,Transfer,T-44020N,Tiger Balm Muscle Rub Active 2 oz,CASE,133,136.56,18162.48,3,1,Posted
6627,09/23/2024,Transfer,F-85003,Jayoo 1mm P Crackers(JapaneseSauce) 180g,CASE,140,19.504,2730.56,3,1,Posted
6627,09/23/2024,Transfer,F-87110,Zess Cream Cracker - Original 24x184g,CASE,50,16.416,820.8,3,1,Posted
6627,09/23/2024,Transfer,F-87113,Zess Sandwich Cracker - Lemon 24x180g,CASE,20,21.528,430.56,3,1,Posted
6627,09/23/2024,Transfer,F-85005,Jayoo 1mm P Crackers(BlackPepper) 180g,CASE,60,19.504,1170.24,3,1,Posted
6629,09/26/2024,Transfer,F-04002,POP Ginger Chews Lemon 1 lb Bulk,CASE,280,25.2,7056,1,3,Posted
6629,09/26/2024,Transfer,F-04111,POP Ginger Chews Original 4 oz (12ct/cs),CASE,1920,5.544,10644.48,1,3,Posted
6629,09/26/2024,Transfer,D-04036,POP In Ginger H Cytl w/Plum 18gx10,CASE,20,31.356,627.12,1,3,Posted
6629,09/26/2024,Transfer,F-04118,POP Ginger Chews Pineapple Coconut 4 oz (12ct/cs),CASE,480,6.804,3265.92,1,3,Posted
6629,09/26/2024,Transfer,A-61219,AM GSG RT/Honey Tea 8.5gx18x2,CASE,20,122.14,2442.79,1,3,Posted
6629,09/26/2024,Transfer,F-04005,POP Ginger Chews Mango 1 lb Bulk,CASE,70,25.2,1764,1,3,Posted
6629,09/26/2024,Transfer,P-SPTIS,Seirogan Poket Tissue,CASE,25,17.52,438,1,3,Posted
6629,09/26/2024,Transfer,F-12324S,Ferrero Rocher 3 Pcs (12x12)#12324,CASE,25,134.556,3363.9,1,3,Posted
6629,09/26/2024,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,90,147.876,13308.84,1,3,Posted
6635,10/03/2024,Transfer,F-04074,POP Ginger Chews Lychee 8 oz,CASE,640,8.528,5457.92,3,2,Posted
6635,10/03/2024,Transfer,F-04075,POP Ginger Chews Blood Orange 8 oz,CASE,896,8.528,7641.08,3,2,Posted
6635,10/03/2024,Transfer,J-56221,Sunity Dessert Drink3x180g Pear Jelly,CASE,36,19.476,701.14,3,2,Posted
6637,10/08/2024,Transfer,F-04111,POP Ginger Chews Original 4 oz (12ct/cs),CASE,480,5.772,2770.56,1,2,Posted
6637,10/08/2024,Transfer,F-04114,POP Ginger Chews Mango 4 oz (12ct/cs),CASE,960,6.528,6266.88,1,2,Posted
6637,10/08/2024,Transfer,M-41061,YNBY Toothpaste Mint 100g+30g Free##25,CASE,140,24.732,3462.48,1,2,Posted
6637,10/08/2024,Transfer,M-41066,YNBY Toothpaste Probio 100g+30g Free,CASE,50,32.34,1617,1,2,Posted
6637,10/08/2024,Transfer,M-41062,YNBY Toothpaste Wht 100g+30g Free##25,CASE,75,29.796,2234.7,1,2,Posted
6637,10/08/2024,Transfer,C-70052,Red Ginseng R/Jelly 30x10cc,CASE,70,125.472,8783.04,1,2,Posted
6637,10/08/2024,Transfer,D-13020N,POP Green Tea 1.8gx20 (New),CASE,20,13.896,277.92,1,2,Posted
6637,10/08/2024,Transfer,D-13306,POP Green Tea 1.8gx100 JapaneseS (6ct/cs),CASE,60,9.318,559.08,1,2,Posted
6637,10/08/2024,Transfer,D-18120N,POP White Tea 1.8gx20 (New),CASE,6,16.595,99.57,1,2,Posted
6637,10/08/2024,Transfer,S-06032,Bee&Flower Rose Soaps 4.4 oz /Large,CASE,30,69.12,2073.6,1,2,Posted
6639,10/08/2024,Transfer,AC-B6SLJ,AM GSG Slices 6 oz Bag-Jumbo,BAG,240,19.495,4678.9,1,2,Posted
6639,10/08/2024,Transfer,AC-SL4,"AM GSG Slices, 1/4 LB.",BOX,120,20.048,2405.76,1,2,Posted
6640,10/07/2024,Transfer,D-04020,POP Dong Quai/Red Date 18gx10,CASE,10,34.056,340.56,1,3,Posted
6640,10/07/2024,Transfer,D-60021,POP Organic Mao Feng Tea 120g,CASE,5,75.228,376.14,1,3,Posted
6640,10/07/2024,Transfer,F-04118,POP Ginger Chews Pineapple Coconut 4 oz (12ct/cs),CASE,480,6.804,3265.92,1,3,Posted
6640,10/07/2024,Transfer,F-04112,POP Ginger Chews Lemon 4 oz (12ct/cs),CASE,1440,6.528,9400.32,1,3,Posted
6640,10/07/2024,Transfer,F-04111,POP Ginger Chews Original 4 oz (12ct/cs),CASE,1920,5.616,10782.72,1,3,Posted
6640,10/07/2024,Transfer,A-62030,POP AM GSG I*Tea 3gx30,CASE,50,52.752,2637.6,1,3,Posted
6640,10/07/2024,Transfer,J-31070,On Kee Sup Abalone w/Asst.Mushroom 780g,CASE,30,119.538,3586.14,1,3,Posted
6641,09/30/2024,Transfer,F-85004,Jayoo 1mm P Crackers(WasabiSeaweed) 180g,CASE,70,19.504,1365.28,3,1,Posted
6641,09/30/2024,Transfer,F-90001,RICHY Majestic Assorted 398g,CASE,90,37.61,3384.9,3,1,Posted
6643,10/10/2024,Transfer,F-90001,RICHY Majestic Assorted 398g,CASE,90,37.61,3384.9,3,2,Posted
6644,10/15/2024,Transfer,F-04114,POP Ginger Chews Mango 4 oz (12ct/cs),CASE,720,6.6,4752,1,2,Posted
6644,10/15/2024,Transfer,C-70052,Red Ginseng R/Jelly 30x10cc,CASE,35,125.472,4391.52,1,2,Posted
6644,10/15/2024,Transfer,D-13220N,POP Organic Green Tea 1.8gx20,CASE,40,16.2,648,1,2,Posted
6644,10/15/2024,Transfer,A-62030,POP AM GSG I*Tea 3gx30,CASE,59,52.752,3112.37,1,2,Posted
6644,10/15/2024,Transfer,A-62030,POP AM GSG I*Tea 3gx30,BAG,9,4.396,39.56,1,2,Posted
6644,10/15/2024,Transfer,P-RDISP,Ricola Floor Display,EACH,7,0,0,1,2,Posted
6645,10/07/2024,Transfer,F-11969,Ferrero Medium Boutique(246ct)#11306,CASE,2,932.66,1865.32,3,1,Posted
6645,10/07/2024,Transfer,F-10927,Loacker Tortina (3-Flv) 21gx72 Shipper,CASE,1,215.94,215.94,3,1,Posted
6645,10/07/2024,Transfer,F-00372,Loacker GP Bisc Noisette Choc 3.53oz(#10392),CASE,10,25.608,256.08,3,1,Posted
6645,10/07/2024,Transfer,F-00373,Loacker GP White Coconut 3.53oz,CASE,10,25.608,256.08,3,1,Posted
6645,10/07/2024,Transfer,F-00375,Loacker GP Bisc Cappuc Choc 3.53oz(#10398),CASE,10,25.608,256.08,3,1,Posted
6645,10/07/2024,Transfer,F-00376,Loacker GP Bisc Coconut Choc 3.53oz(#10396),CASE,10,25.608,256.08,3,1,Posted
6645,10/07/2024,Transfer,F-00377,Loacker GP Bisc Orange Choc 3.53oz(#10397),CASE,10,25.608,256.08,3,1,Posted
6645,10/07/2024,Transfer,D-17206,POP OG Pu-Erh Tea 1.8gx100 (6ct/cs),CASE,60,12.252,735.12,3,1,Posted
6646,10/21/2024,Transfer,F-04117,POP Ginger Chews Blood Orange 4 oz (12ct/cs),CASE,720,6.576,4734.72,3,2,Posted
6646,10/21/2024,Transfer,F-05990,Almond Roca 28oz Original,CASE,20,119.28,2385.6,3,2,Posted
6646,10/21/2024,Transfer,F-04007,POP Ginger Chews Blood Orange 1 lb Bulk,CASE,560,28.284,15839.04,3,2,Posted
6648,10/14/2024,Transfer,D-19206,POP OG Black Tea 1.8gx100 (6ct/cs),CASE,136,12.102,1645.87,1,3,Posted
6648,10/14/2024,Transfer,S-06021,Bee&Flower Jasmine Soap 2.65 oz /Reg,CASE,32,43.776,1400.84,1,3,Posted
6648,10/14/2024,Transfer,S-06031,Bee&Flower Rose Soaps 2.65 oz /Reg,CASE,72,43.776,3151.87,1,3,Posted
6648,10/14/2024,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,90,149.337,13440.34,1,3,Posted
6648,10/14/2024,Transfer,D-02007,"Dieter's Drink, 18 Tea Bags",CASE,20,58.752,1175.04,1,3,Posted
6648,10/14/2024,Transfer,F-04111,POP Ginger Chews Original 4 oz (12ct/cs),CASE,1920,5.616,10782.72,1,3,Posted
6649,10/08/2024,Transfer,AC-BK01,AM GSG Root Mixed In Bulk,LB,4980,19.823,98717.12,1,3,Posted
6649,10/08/2024,Transfer,AC-B6SLJ,AM GSG Slices 6 oz Bag-Jumbo,BAG,120,19.267,2311.98,1,3,Posted
6649,10/08/2024,Transfer,P-AG-ZB3,POP Am Gsg Zip-lock Bag 3 oz,EACH,2700,0.081,218.7,1,3,Posted
6649,10/08/2024,Transfer,P-AG-ZB4,POP Am Gsg Zip-lock Bag 4 oz,EACH,2700,0.076,205.2,1,3,Posted
6649,10/08/2024,Transfer,P-A4B-T,A-C GSG In Bag - Plastic Tray (4oz),EACH,6000,0.043,258,1,3,Posted
6649,10/08/2024,Transfer,P-AG-ZB8,POP Am Gsg Zip-lock Bag 8 oz,EACH,3400,0.116,394.4,1,3,Posted
6649,10/08/2024,Transfer,P-A8B-T,A-C GSG In Bag - Plastic Tray ( 8 oz),EACH,1900,0.048,91.2,1,3,Posted
6649,10/08/2024,Transfer,P-AGB1,Am Gsg Root Bag - 1 lb,EACH,1200,0.166,199.2,1,3,Posted
6652,10/16/2024,Transfer,F-04117,POP Ginger Chews Blood Orange 4 oz (12ct/cs),CASE,1920,6.528,12533.76,1,2,Posted
6652,10/16/2024,Transfer,A-61236T,AM GSG RT/Chrysan Tea 30 Bagsx2(New),CASE,90,98.38,8854.23,1,2,Posted
6652,10/16/2024,Transfer,T-32206,Tiger Balm Patch Warm (MM),CASE,1216,70.632,85888.51,1,2,Posted
6653,10/28/2024,Transfer,D-02003N,Il Ju Tu Chung Tea 3g X 30 (12bx),CASE,10,28.524,285.24,3,1,Posted
6653,10/28/2024,Transfer,F-11970,Ferrero Small Boutique (156ct) #11304,CASE,8,590.8,4726.4,3,1,Posted
6653,10/28/2024,Transfer,M-96036,Seirogan Toi A 36 Pills,CASE,10,388.8,3888,3,1,Posted
6653,10/28/2024,Transfer,J-31047,On Kee Gift Set Abalone w/Fish Maw,CASE,120,116.96,14035.2,3,1,Posted
6653,10/28/2024,Transfer,J-31075,On Kee Abalone w/Mushroom Seafood Soup,CASE,40,78.48,3139.2,3,1,Posted
6653,10/28/2024,Transfer,J-31076,On Kee Fish Maw w/Mushroom Seafood Soup,CASE,40,78.48,3139.2,3,1,Posted
6653,10/28/2024,Transfer,J-35005,GN SBN Sugar Freel 240mlx12,CASE,110,26.33,2896.3,3,1,Posted
6653,10/28/2024,Transfer,J-35006,GN SBN L&H 240mlx12,CASE,55,26.33,1448.15,3,1,Posted
6653,10/28/2024,Transfer,J-35007,GN SBN Lychee 240mlx12,CASE,55,26.33,1448.15,3,1,Posted
6655,11/04/2024,Transfer,J-75001,MyKuali White Curry Noodle,CASE,216,17.712,3825.79,2,1,Posted
6655,11/04/2024,Transfer,J-75002,MyKuali Spicy Prawn Noodle,CASE,216,17.808,3846.52,2,1,Posted
6655,11/04/2024,Transfer,J-75003,MyKuali Tom Yum Goong Noodle,CASE,216,14.448,3120.77,2,1,Posted
6655,11/04/2024,Transfer,P-GC24,POP GC 2oz Carton(10x9x6.5),EACH,200,0.7,140,2,1,Posted
6655,11/04/2024,Transfer,F-41127,McVities M Choc Digestive 300g,CASE,40,24.885,995.4,2,1,Posted
6655,11/04/2024,Transfer,F-41128,McVities D Choc Digestive 300g,CASE,40,19.908,796.32,2,1,Posted
6655,11/04/2024,Transfer,F-50139,Gavottes Crepes 500g,CASE,100,73.974,7397.4,2,1,Posted
6655,11/04/2024,Transfer,F-50140,Gavottes Crepes 1250g #011120,CASE,140,85.176,11924.64,2,1,Posted
6655,11/04/2024,Transfer,F-50143N,Gavottes Rolled Wafer 500g,CASE,100,57.336,5733.6,2,1,Posted
6655,11/04/2024,Transfer,F-50144N,Gavottes Fan Wafer 1000g,CASE,100,57.094,5709.43,2,1,Posted
6655,11/04/2024,Transfer,F-12998,Ferrero Rocher 48's Flat Gift Box,DISP,2,205.2,410.4,2,1,Posted
6658,10/25/2024,Transfer,F-85041,Jayoo 1mm P Crackers(Garlic) 80g Bag,CASE,60,14.496,869.76,1,2,Posted
6658,10/25/2024,Transfer,F-85042,Jayoo 1mm P Crackers(BBQ) 80g Bag,CASE,60,14.496,869.76,1,2,Posted
6658,10/25/2024,Transfer,F-85047,Jayoo 1mm P Crackers(CucumberWassabi) 80g Bag,CASE,60,14.496,869.76,1,2,Posted
6658,10/25/2024,Transfer,A-61243,AM GSG RT Tea 40 Bags,CASE,192,145.398,27916.33,1,2,Posted
6658,10/25/2024,Transfer,S-06011,Bee&Flower Sandalwood Soap 2.65 oz /Reg,CASE,144,3.648,525.32,1,2,Posted
